batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
24,2,0.9586620330810547,0.9266877174377441,331,0,0,331,0,37,37,0.0,0.0,0.00011245,6.62e-05,4.625e-05,1
25,2,0.6379985809326172,0.3419189453125,329,0,0,329,0,38,38,0.0,0.0,0.0001133,6.58e-05,4.75e-05,0
26,2,0.9278197288513184,0.6959269046783447,335,0,0,335,0,37,37,0.0,0.0,0.00011325,6.7e-05,4.625e-05,1
27,2,0.8792743682861328,0.6352794170379639,338,0,0,338,0,37,37,0.0,0.0,0.00011385,6.76e-05,4.625e-05,0
28,2,1.0995454788208008,0.7559998035430908,324,0,0,324,0,38,38,0.0,0.0,0.0001123,6.48e-05,4.75e-05,0
29,2,0.8074944019317627,0.543060302734375,320,0,0,320,0,38,38,0.0,0.0,0.0001115,6.4e-05,4.75e-05,0
30,2,0.8777155876159668,0.5384328365325928,326,0,0,326,0,37,37,0.0,0.0,0.00011145,6.52e-05,4.625e-05,0
31,2,0.8552842140197754,0.542543888092041,338,0,0,338,0,36,36,0.0,0.0,0.0001126,6.76e-05,4.5e-05,0
32,2,1.1308283805847168,0.6791651248931885,325,0,0,325,0,37,37,0.0,0.0,0.00011125,6.5e-05,4.625e-05,0
33,2,0.8074347972869873,0.4547915458679199,334,0,0,334,0,37,37,0.0,0.0,0.00011305,6.68e-05,4.625e-05,0
34,2,0.7238857746124268,0.43824195861816406,323,0,0,323,0,36,36,0.0,0.0,0.0001096,6.46e-05,4.5e-05,1
35,2,0.886207103729248,0.5488450527191162,316,0,0,316,0,38,38,0.0,0.0,0.0001107,6.32e-05,4.75e-05,1
36,2,0.9055886268615723,0.6110591888427734,319,0,0,319,0,37,37,0.0,0.0,0.00011005,6.38e-05,4.625e-05,1
37,2,1.1092071533203125,0.7430076599121094,318,0,0,318,0,38,38,0.0,0.0,0.0001111,6.36e-05,4.75e-05,0
38,2,0.8176259994506836,0.5437119007110596,334,0,0,334,0,37,37,0.0,0.0,0.00011305,6.68e-05,4.625e-05,0
39,2,0.8595068454742432,0.5613179206848145,347,0,0,347,0,38,38,0.0,0.0,0.0001169,6.94e-05,4.75e-05,1
40,2,1.163346529006958,0.8253841400146484,324,0,0,324,0,37,37,0.0,0.0,0.00011105,6.48e-05,4.625e-05,1
41,2,0.8774776458740234,0.6823093891143799,330,0,0,330,0,38,38,0.0,0.0,0.0001135,6.6e-05,4.75e-05,0
42,2,0.8006436824798584,0.45624756813049316,314,0,0,314,0,37,37,0.0,0.0,0.00010905,6.28e-05,4.625e-05,0
43,2,2.213951587677002,0.7287106513977051,311,0,0,311,0,37,37,0.0,0.0,0.00010845,6.22e-05,4.625e-05,0
44,2,0.6765933036804199,0.38422179222106934,347,0,0,347,0,38,38,0.0,0.0,0.0001169,6.94e-05,4.75e-05,1
45,2,1.9621727466583252,1.6045584678649902,320,0,0,320,0,38,38,0.0,0.0,0.0001115,6.4e-05,4.75e-05,1
46,2,0.7962439060211182,0.4833095073699951,320,0,0,320,0,38,38,0.0,0.0,0.0001115,6.4e-05,4.75e-05,0
47,2,0.973045825958252,0.7400872707366943,338,0,0,338,0,37,37,0.0,0.0,0.00011385,6.76e-05,4.625e-05,0
48,2,0.7762453556060791,0.5367627143859863,324,0,0,324,0,37,37,0.0,0.0,0.00011105,6.48e-05,4.625e-05,0
49,2,1.3287770748138428,0.9256844520568848,354,0,0,354,0,36,36,0.0,0.0,0.0001158,7.08e-05,4.5e-05,1
50,2,0.8564817905426025,0.6001334190368652,355,0,0,355,0,38,38,0.0,0.0,0.0001185,7.1e-05,4.75e-05,0
