batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
55,1,1.291038990020752,1.2837004661560059,366,0,0,366,0,25,25,0.0,0.0,0.00010445,7.32e-05,3.125e-05
56,1,0.9459619522094727,0.7165622711181641,361,0,0,361,0,25,25,0.0,0.0,0.00010345,7.22e-05,3.125e-05
57,1,0.7261910438537598,0.5481059551239014,347,0,0,347,0,25,25,0.0,0.0,0.00010065,6.94e-05,3.125e-05
58,1,0.7047555446624756,0.40094470977783203,362,0,0,362,0,26,26,0.0,0.0,0.0001049,7.24e-05,3.25e-05
59,1,0.9074885845184326,0.7462785243988037,365,0,0,365,0,25,25,0.0,0.0,0.00010425,7.3e-05,3.125e-05
60,1,0.7264134883880615,0.5021896362304688,360,0,0,360,0,25,25,0.0,0.0,0.00010325,7.2e-05,3.125e-05
61,1,0.7768492698669434,0.5554494857788086,372,0,0,372,0,24,24,0.0,0.0,0.0001044,7.44e-05,3e-05
62,1,0.8182742595672607,0.551933765411377,366,0,0,366,0,25,25,0.0,0.0,0.00010445,7.32e-05,3.125e-05
63,1,0.8506464958190918,0.6758530139923096,359,0,0,359,0,26,26,0.0,0.0,0.0001043,7.18e-05,3.25e-05
64,1,0.7852997779846191,0.5820651054382324,362,0,0,362,0,26,26,0.0,0.0,0.0001049,7.24e-05,3.25e-05
65,1,0.9028277397155762,0.6828255653381348,364,0,0,364,0,25,25,0.0,0.0,0.00010405,7.28e-05,3.125e-05
66,1,1.1888806819915771,0.76397705078125,368,0,0,368,0,25,25,0.0,0.0,0.00010485,7.36e-05,3.125e-05
67,1,0.8145010471343994,0.5608024597167969,367,0,0,367,0,26,26,0.0,0.0,0.0001059,7.34e-05,3.25e-05
68,1,0.8477010726928711,0.6535954475402832,370,0,0,370,0,25,25,0.0,0.0,0.00010525,7.4e-05,3.125e-05
69,1,0.7287564277648926,0.5316393375396729,349,0,0,349,0,25,25,0.0,0.0,0.00010105,6.98e-05,3.125e-05
70,1,1.5240256786346436,0.43225717544555664,366,0,0,366,0,25,25,0.0,0.0,0.00010445,7.32e-05,3.125e-05
71,1,0.5982403755187988,0.4030122756958008,362,0,0,362,0,24,24,0.0,0.0,0.0001024,7.24e-05,3e-05
72,1,0.7540440559387207,0.5199723243713379,355,0,0,355,0,25,25,0.0,0.0,0.00010225,7.1e-05,3.125e-05
73,1,0.852262020111084,0.6168484687805176,370,0,0,370,0,24,24,0.0,0.0,0.000104,7.4e-05,3e-05
74,1,0.7693090438842773,0.5508766174316406,353,0,0,353,0,25,25,0.0,0.0,0.00010185,7.06e-05,3.125e-05
75,1,2.1967921257019043,0.5291039943695068,365,0,0,365,0,26,26,0.0,0.0,0.0001055,7.3e-05,3.25e-05
76,1,1.2253053188323975,0.7654159069061279,382,0,0,382,0,24,24,0.0,0.0,0.0001064,7.64e-05,3e-05
77,1,1.0671916007995605,1.043311357498169,364,0,0,364,0,24,24,0.0,0.0,0.0001028,7.28e-05,3e-05
78,1,0.833528995513916,0.4895181655883789,370,0,0,370,0,25,25,0.0,0.0,0.00010525,7.4e-05,3.125e-05
79,1,0.6459300518035889,0.36592531204223633,365,0,0,365,0,26,26,0.0,0.0,0.0001055,7.3e-05,3.25e-05
80,1,0.8915245532989502,0.6941156387329102,362,0,0,362,0,26,26,0.0,0.0,0.0001049,7.24e-05,3.25e-05
81,1,0.740755558013916,0.5965650081634521,356,0,0,356,0,25,25,0.0,0.0,0.00010245,7.12e-05,3.125e-05
82,1,1.0126442909240723,0.7112810611724854,350,0,0,350,0,25,25,0.0,0.0,0.00010125,7e-05,3.125e-05
83,1,0.6248977184295654,0.38091516494750977,369,0,0,369,0,26,26,0.0,0.0,0.0001063,7.38e-05,3.25e-05
84,1,0.6324114799499512,0.4362337589263916,359,0,0,359,0,25,25,0.0,0.0,0.00010305,7.18e-05,3.125e-05
85,1,0.9978251457214355,0.9426314830780029,374,0,0,374,0,25,25,0.0,0.0,0.00010605,7.48e-05,3.125e-05
86,1,1.9839587211608887,1.9696965217590332,357,0,0,357,0,26,26,0.0,0.0,0.0001039,7.14e-05,3.25e-05
87,1,1.1650609970092773,0.8578612804412842,353,0,0,353,0,26,26,0.0,0.0,0.0001031,7.06e-05,3.25e-05
88,1,0.892859697341919,0.6754555702209473,370,0,0,370,0,26,26,0.0,0.0,0.0001065,7.4e-05,3.25e-05
89,1,0.7325241565704346,0.7310595512390137,361,0,0,361,0,25,25,0.0,0.0,0.00010345,7.22e-05,3.125e-05
90,1,1.0649948120117188,0.5786447525024414,380,0,0,380,0,25,25,0.0,0.0,0.00010725,7.6e-05,3.125e-05
91,1,0.6451549530029297,0.4105701446533203,357,0,0,357,0,24,24,0.0,0.0,0.0001014,7.14e-05,3e-05
92,1,2.767256021499634,0.6857144832611084,374,0,0,374,0,25,25,0.0,0.0,0.00010605,7.48e-05,3.125e-05
93,1,1.9344992637634277,1.7472946643829346,363,0,0,363,0,26,26,0.0,0.0,0.0001051,7.26e-05,3.25e-05
94,1,0.8870792388916016,0.4634244441986084,379,0,0,379,0,25,25,0.0,0.0,0.00010705,7.58e-05,3.125e-05
95,1,0.6798794269561768,0.4183361530303955,365,0,0,365,0,26,26,0.0,0.0,0.0001055,7.3e-05,3.25e-05
96,1,1.100248098373413,0.7852292060852051,364,0,0,364,0,26,26,0.0,0.0,0.0001053,7.28e-05,3.25e-05
97,1,0.9709901809692383,0.4434647560119629,353,0,0,353,0,25,25,0.0,0.0,0.00010185,7.06e-05,3.125e-05
98,1,0.7186825275421143,0.5302603244781494,363,0,0,363,0,24,24,0.0,0.0,0.0001026,7.26e-05,3e-05
99,1,0.7271015644073486,0.4430716037750244,372,0,0,372,0,26,26,0.0,0.0,0.0001069,7.44e-05,3.25e-05
100,1,0.9434106349945068,0.7150247097015381,375,0,0,375,0,26,26,0.0,0.0,0.0001075,7.5e-05,3.25e-05
