batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
22,1,1.8514981269836426,1.8482251167297363,549,0,0,549,0,24,24,0.0,0.0,0.000669,0.000549,0.00012,1
23,1,3.1557838916778564,3.1529369354248047,550,0,0,550,0,24,24,0.0,0.0,0.00067,0.00055,0.00012,1
24,1,3.9794857501983643,3.8032689094543457,539,0,0,539,0,24,24,0.0,0.0,0.000659,0.000539,0.00012,1
25,1,2.303697109222412,2.2443149089813232,557,0,0,557,0,24,24,0.0,0.0,0.000677,0.000557,0.00012,1
26,1,1.8779568672180176,1.874394178390503,524,0,0,524,0,24,24,0.0,0.0,0.000644,0.000524,0.00012,0
27,1,2.0545778274536133,2.0507400035858154,528,0,0,528,0,23,23,0.0,0.0,0.000643,0.000528,0.000115,0
28,1,2.170030117034912,1.8057730197906494,542,0,0,542,0,24,24,0.0,0.0,0.000662,0.000542,0.00012,0
29,1,1.8028101921081543,1.5702669620513916,539,0,0,539,0,24,24,0.0,0.0,0.000659,0.000539,0.00012,0
30,1,3.1049931049346924,1.4601237773895264,517,0,0,517,0,24,24,0.0,0.0,0.000637,0.000517,0.00012,0
31,1,1.824153184890747,1.5410239696502686,526,0,0,526,0,24,24,0.0,0.0,0.000646,0.000526,0.00012,1
32,1,1.5628149509429932,1.2469627857208252,535,0,0,535,0,24,24,0.0,0.0,0.000655,0.000535,0.00012,0
33,1,2.5619819164276123,2.5595130920410156,558,0,0,558,0,24,24,0.0,0.0,0.000678,0.000558,0.00012,0
34,1,1.614330768585205,1.4330768585205078,517,0,0,517,0,24,24,0.0,0.0,0.000637,0.000517,0.00012,1
35,1,1.3370060920715332,1.3357720375061035,564,0,0,564,0,24,24,0.0,0.0,0.000684,0.000564,0.00012,1
36,1,3.3664329051971436,3.36552095413208,559,0,0,559,0,24,24,0.0,0.0,0.000679,0.000559,0.00012,0
37,1,1.397495985031128,1.260455846786499,549,0,0,549,0,24,24,0.0,0.0,0.000669,0.000549,0.00012,1
38,1,1.7772040367126465,1.7089521884918213,517,0,0,517,0,24,24,0.0,0.0,0.000637,0.000517,0.00012,1
39,1,2.8316569328308105,1.4904837608337402,531,0,0,531,0,24,24,0.0,0.0,0.000651,0.000531,0.00012,0
40,1,3.0108611583709717,2.8488566875457764,531,0,0,531,0,24,24,0.0,0.0,0.000651,0.000531,0.00012,0
41,1,2.435886859893799,2.2436330318450928,557,0,0,557,0,24,24,0.0,0.0,0.000677,0.000557,0.00012,1
42,1,1.5950109958648682,1.5922951698303223,557,0,0,557,0,24,24,0.0,0.0,0.000677,0.000557,0.00012,1
43,1,1.764219045639038,1.6397781372070312,539,0,0,539,0,24,24,0.0,0.0,0.000659,0.000539,0.00012,1
44,1,1.6680607795715332,1.4365859031677246,555,0,0,555,0,24,24,0.0,0.0,0.000675,0.000555,0.00012,0
45,1,2.007504940032959,2.004195213317871,545,0,0,545,0,24,24,0.0,0.0,0.000665,0.000545,0.00012,0
46,1,1.92268705368042,1.919924020767212,552,0,0,552,0,24,24,0.0,0.0,0.000672,0.000552,0.00012,1
47,1,1.1644361019134521,1.0026869773864746,554,0,0,554,0,24,24,0.0,0.0,0.000674,0.000554,0.00012,1
48,1,3.0522620677948,2.9252631664276123,564,0,0,564,0,24,24,0.0,0.0,0.000684,0.000564,0.00012,1
49,1,1.0664491653442383,1.0634150505065918,540,0,0,540,0,24,24,0.0,0.0,0.00066,0.00054,0.00012,1
50,1,2.193837881088257,2.1526219844818115,559,0,0,559,0,24,24,0.0,0.0,0.000679,0.000559,0.00012,1
51,1,1.363365888595581,1.0421171188354492,540,0,0,540,0,24,24,0.0,0.0,0.00066,0.00054,0.00012,0
52,1,1.700033187866211,1.554978847503662,559,0,0,559,0,24,24,0.0,0.0,0.000679,0.000559,0.00012,1
53,1,1.1769349575042725,1.0304179191589355,537,0,0,537,0,24,24,0.0,0.0,0.000657,0.000537,0.00012,1
54,1,1.6756031513214111,1.6140296459197998,533,0,0,533,0,24,24,0.0,0.0,0.000653,0.000533,0.00012,1
55,1,1.5592608451843262,1.556443214416504,537,0,0,537,0,24,24,0.0,0.0,0.000657,0.000537,0.00012,0
56,1,1.5236632823944092,1.3063879013061523,553,0,0,553,0,24,24,0.0,0.0,0.000673,0.000553,0.00012,1
57,1,2.1317310333251953,2.0089988708496094,510,0,0,510,0,23,23,0.0,0.0,0.000625,0.00051,0.000115,1
58,1,1.06980299949646,1.0254383087158203,531,0,0,531,0,24,24,0.0,0.0,0.000651,0.000531,0.00012,0
59,1,2.0336639881134033,1.9941082000732422,571,0,0,571,0,24,24,0.0,0.0,0.000691,0.000571,0.00012,1
60,1,1.7199599742889404,1.4222772121429443,531,0,0,531,0,24,24,0.0,0.0,0.000651,0.000531,0.00012,1
61,1,1.4583959579467773,1.4544310569763184,513,0,0,513,0,24,24,0.0,0.0,0.000633,0.000513,0.00012,0
62,1,2.267620801925659,2.0382022857666016,514,0,0,514,0,24,24,0.0,0.0,0.000634,0.000514,0.00012,0
63,1,1.6622438430786133,1.5851738452911377,517,0,0,517,0,24,24,0.0,0.0,0.000637,0.000517,0.00012,1
64,1,1.0217998027801514,0.9065170288085938,548,0,0,548,0,23,23,0.0,0.0,0.000663,0.000548,0.000115,1
65,1,1.4973251819610596,1.3781647682189941,533,0,0,533,0,24,24,0.0,0.0,0.000653,0.000533,0.00012,0
66,1,1.8407301902770996,1.6829948425292969,553,0,0,553,0,24,24,0.0,0.0,0.000673,0.000553,0.00012,1
67,1,1.8171591758728027,1.754272222518921,544,0,0,544,0,24,24,0.0,0.0,0.000664,0.000544,0.00012,1
68,1,1.2912969589233398,1.2348392009735107,532,0,0,532,0,24,24,0.0,0.0,0.000652,0.000532,0.00012,1
69,1,1.2292165756225586,1.0629141330718994,522,0,0,522,0,23,23,0.0,0.0,0.000637,0.000522,0.000115,1
70,1,2.002591133117676,1.935182809829712,548,0,0,548,0,24,24,0.0,0.0,0.000668,0.000548,0.00012,1
71,1,1.8956348896026611,1.6142969131469727,508,0,0,508,0,23,23,0.0,0.0,0.000623,0.000508,0.000115,0
72,1,1.4702539443969727,1.4632339477539062,561,0,0,561,0,24,24,0.0,0.0,0.000681,0.000561,0.00012,1
73,1,1.7782049179077148,1.7732658386230469,517,0,0,517,0,24,24,0.0,0.0,0.000637,0.000517,0.00012,1
74,1,1.211225986480713,1.0579030513763428,532,0,0,532,0,24,24,0.0,0.0,0.000652,0.000532,0.00012,1
75,1,1.6267662048339844,1.2341389656066895,550,0,0,550,0,24,24,0.0,0.0,0.00067,0.00055,0.00012,1
76,1,1.317051887512207,1.2410130500793457,550,0,0,550,0,24,24,0.0,0.0,0.00067,0.00055,0.00012,1
77,1,1.5953049659729004,1.448564052581787,528,0,0,528,0,24,24,0.0,0.0,0.000648,0.000528,0.00012,0
78,1,1.3426330089569092,1.269298791885376,524,0,0,524,0,24,24,0.0,0.0,0.000644,0.000524,0.00012,0
79,1,1.673259973526001,1.6701397895812988,529,0,0,529,0,24,24,0.0,0.0,0.000649,0.000529,0.00012,1
80,1,1.6226019859313965,1.6204369068145752,558,0,0,558,0,24,24,0.0,0.0,0.000678,0.000558,0.00012,0
81,1,1.0545568466186523,0.9018449783325195,546,0,0,546,0,24,24,0.0,0.0,0.000666,0.000546,0.00012,0
82,1,1.323117971420288,1.1652209758758545,536,0,0,536,0,24,24,0.0,0.0,0.000656,0.000536,0.00012,1
83,1,1.3840739727020264,1.1908681392669678,574,0,0,574,0,24,24,0.0,0.0,0.000694,0.000574,0.00012,0
84,1,2.216994047164917,1.382612943649292,550,0,0,550,0,24,24,0.0,0.0,0.00067,0.00055,0.00012,0
85,1,1.3297560214996338,1.3272199630737305,561,0,0,561,0,24,24,0.0,0.0,0.000681,0.000561,0.00012,1
86,1,1.9391202926635742,1.9359779357910156,538,0,0,538,0,23,23,0.0,0.0,0.000653,0.000538,0.000115,1
87,1,1.8739829063415527,1.8574259281158447,559,0,0,559,0,24,24,0.0,0.0,0.000679,0.000559,0.00012,1
88,1,1.5991220474243164,1.3809700012207031,568,0,0,568,0,24,24,0.0,0.0,0.000688,0.000568,0.00012,0
89,1,2.3765969276428223,1.1582310199737549,548,0,0,548,0,24,24,0.0,0.0,0.000668,0.000548,0.00012,0
90,1,1.6832351684570312,1.6800198554992676,563,0,0,563,0,24,24,0.0,0.0,0.000683,0.000563,0.00012,0
91,1,1.3818719387054443,1.246311902999878,512,0,0,512,0,23,23,0.0,0.0,0.000627,0.000512,0.000115,0
92,1,1.5308740139007568,1.4849460124969482,530,0,0,530,0,24,24,0.0,0.0,0.00065,0.00053,0.00012,1
93,1,1.1083297729492188,1.0394871234893799,529,0,0,529,0,24,24,0.0,0.0,0.000649,0.000529,0.00012,1
94,1,1.2588579654693604,1.1572768688201904,552,0,0,552,0,24,24,0.0,0.0,0.000672,0.000552,0.00012,0
95,1,1.658966064453125,1.618293046951294,552,0,0,552,0,24,24,0.0,0.0,0.000672,0.000552,0.00012,0
96,1,1.0629160404205322,0.9892239570617676,508,0,0,508,0,23,23,0.0,0.0,0.000623,0.000508,0.000115,0
97,1,1.3290998935699463,1.2298030853271484,552,0,0,552,0,24,24,0.0,0.0,0.000672,0.000552,0.00012,1
98,1,1.3310120105743408,1.1880457401275635,543,0,0,543,0,24,24,0.0,0.0,0.000663,0.000543,0.00012,0
99,1,1.7516391277313232,1.5629119873046875,515,0,0,515,0,23,23,0.0,0.0,0.00063,0.000515,0.000115,1
100,1,1.3787319660186768,1.21620512008667,533,0,0,533,0,24,24,0.0,0.0,0.000653,0.000533,0.00012,1
