batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
18,2,1.1693134307861328,0.7147789001464844,331,0,0,331,0,38,38,0.0,0.0,0.0013975,0.0008275,0.00057,1
19,2,1.0641510486602783,0.6817359924316406,339,0,0,339,0,36,36,0.0,0.0,0.0013875,0.0008475,0.00054,2
20,2,1.1851489543914795,0.7936074733734131,317,0,0,317,0,37,37,0.0,0.0,0.0013475,0.0007925,0.000555,0
21,2,1.1814906597137451,0.778496503829956,318,0,0,318,0,37,37,0.0,0.0,0.00135,0.000795,0.000555,1
22,2,1.1962361335754395,0.7810444831848145,326,0,0,326,0,37,37,0.0,0.0,0.00137,0.000815,0.000555,1
23,2,1.1152136325836182,0.7281885147094727,360,0,0,360,0,38,38,0.0,0.0,0.00147,0.0009,0.00057,2
24,2,1.1325204372406006,0.7354907989501953,330,0,0,330,0,37,37,0.0,0.0,0.00138,0.000825,0.000555,1
25,2,1.106203556060791,0.7072575092315674,330,0,0,330,0,38,38,0.0,0.0,0.001395,0.000825,0.00057,1
26,2,1.0834333896636963,0.734339714050293,337,0,0,337,0,37,37,0.0,0.0,0.0013975,0.0008425,0.000555,1
27,2,0.991051435470581,0.6596355438232422,336,0,0,336,0,37,37,0.0,0.0,0.001395,0.00084,0.000555,0
28,2,1.0644028186798096,0.7219305038452148,323,0,0,323,0,38,38,0.0,0.0,0.0013775,0.0008075,0.00057,0
29,2,1.0438497066497803,0.5929479598999023,318,0,0,318,0,38,38,0.0,0.0,0.001365,0.000795,0.00057,0
30,2,1.2632341384887695,0.8832461833953857,323,0,0,323,0,37,37,0.0,0.0,0.0013625,0.0008075,0.000555,1
31,2,1.2809488773345947,1.2658562660217285,341,0,0,341,0,36,36,0.0,0.0,0.0013925,0.0008525,0.00054,2
32,2,2.6454102993011475,0.7696926593780518,324,0,0,324,0,37,37,0.0,0.0,0.001365,0.00081,0.000555,1
33,2,1.1764647960662842,0.7319223880767822,334,0,0,334,0,37,37,0.0,0.0,0.00139,0.000835,0.000555,0
34,2,1.1826024055480957,0.8194684982299805,316,0,0,316,0,36,36,0.0,0.0,0.00133,0.00079,0.00054,1
35,2,1.0000574588775635,0.6337904930114746,317,0,0,317,0,38,38,0.0,0.0,0.0013625,0.0007925,0.00057,2
36,2,1.2531683444976807,0.7765946388244629,319,0,0,319,0,37,37,0.0,0.0,0.0013525,0.0007975,0.000555,1
37,2,1.095367431640625,0.7417757511138916,321,0,0,321,0,38,38,0.0,0.0,0.0013725,0.0008025,0.00057,2
38,2,1.305675745010376,0.9148805141448975,334,0,0,334,0,37,37,0.0,0.0,0.00139,0.000835,0.000555,0
39,2,1.0756120681762695,0.6984288692474365,349,0,0,349,0,38,38,0.0,0.0,0.0014425,0.0008725,0.00057,1
40,2,1.0603187084197998,0.6753222942352295,323,0,0,323,0,37,37,0.0,0.0,0.0013625,0.0008075,0.000555,2
41,2,1.1234285831451416,0.7008302211761475,328,0,0,328,0,38,38,0.0,0.0,0.00139,0.00082,0.00057,1
42,2,1.047635555267334,0.6684684753417969,316,0,0,316,0,37,37,0.0,0.0,0.001345,0.00079,0.000555,1
43,2,1.7956571578979492,1.3418493270874023,315,0,0,315,0,37,37,0.0,0.0,0.0013425,0.0007875,0.000555,0
44,2,1.0812969207763672,0.6828494071960449,349,0,0,349,0,38,38,0.0,0.0,0.0014425,0.0008725,0.00057,1
45,2,2.47983455657959,2.0656211376190186,311,0,0,311,0,38,38,0.0,0.0,0.0013475,0.0007775,0.00057,1
46,2,1.3537626266479492,1.3389852046966553,320,0,0,320,0,38,38,0.0,0.0,0.00137,0.0008,0.00057,0
47,2,2.3903310298919678,2.3707571029663086,335,0,0,335,0,37,37,0.0,0.0,0.0013925,0.0008375,0.000555,1
48,2,1.1397695541381836,0.770437479019165,322,0,0,322,0,37,37,0.0,0.0,0.00136,0.000805,0.000555,2
49,2,2.134620189666748,0.8009822368621826,353,0,0,353,0,36,36,0.0,0.0,0.0014225,0.0008825,0.00054,1
50,2,1.0342817306518555,0.7077984809875488,352,0,0,352,0,38,38,0.0,0.0,0.00145,0.00088,0.00057,1
